,2B,3B,BA,BB,HBP,HOF,HR,IBB,OBP,OPS,SB,SF,SLG,firstName,games,hits,lastName,player_id,runs,seasons,WAR,BA,WAR,OBP,OPS,SLG,seasons,predictions
1273,130.01999999999998,35.029999999999994,0.3031811894882434,174.01,25.0,0,17.080000000000002,0.11999999999999998,0.33952959128293997,0.7122322192220825,228.03,0.11999999999999998,0.3727026279391424,Eugene Napoleon,922.0,1096.0,DeMontreville,demonge01,537.03,12.0,14.94,0.3031811894882434,14.94,0.33952959128293997,0.7122322192220825,0.3727026279391424,12.0,0
1277,155.01,67.01,0.2936666666666667,311.0,73.0,0,34.03,0.11999999999999998,0.3738047114168528,0.7978447114168528,114.01,0.11999999999999998,0.42404,Michael William,918.0,881.0,Grady,gradymi01,486.0,12.0,22.25,0.2936666666666667,22.25,0.3738047114168528,0.7978447114168528,0.42404,12.0,0
1278,77.0,47.0,0.27817531305903404,118.0,41.0,0,10.01,0.06000000000000001,0.3260878641871185,0.6941692595359557,88.0,0.06000000000000001,0.3680813953488372,Frederick Orrin,580.0,622.0,Hartman,hartmfr01,297.0,6.0,7.34,0.27817531305903404,7.34,0.3260878641871185,0.6941692595359557,0.3680813953488372,6.0,0
1288,39.0,23.020000000000003,0.2856334841628959,141.0,17.0,0,7.039999999999999,0.09,0.3442206750463374,0.6898994080780116,88.0,0.09,0.3456787330316742,George Barclay,565.0,505.0,Mercer,mercewi01,278.0,9.0,5.02,0.2856334841628959,5.02,0.3442206750463374,0.6898994080780116,0.3456787330316742,9.0,0
1297,299.0,149.0,0.29278986683988306,783.0,41.0,0,44.03,0.14,0.37624567825910105,0.7874327519843365,334.0,0.14,0.4111870737252355,Albert Karl,1610.0,1803.0,Selbach,selbaki01,1064.0,14.0,36.83,0.29278986683988306,36.83,0.37624567825910105,0.7874327519843365,0.4111870737252355,14.0,1
1301,55.03,23.07000000000001,0.2560425531914893,105.02,8.0,0,5.109999999999999,0.16,0.3112173216560091,0.6498839883226757,19.070000000000007,0.16,0.3386666666666666,Jesse Niles,506.0,361.02,Tannehill,tanneje01,189.03,16.0,7.6,0.2560425531914893,7.6,0.3112173216560091,0.6498839883226757,0.3386666666666666,16.0,0
1303,391.03,143.04999999999995,0.2679275934091436,774.02,47.0,0,34.12999999999997,0.2500000000000001,0.3315955577073227,0.6899756923093184,201.04999999999995,0.2500000000000001,0.3583801346019957,Roderick John,2383.0,2309.0,Wallace,wallabo01,1057.03,25.0,70.2,0.2679275934091436,70.2,0.3315955577073227,0.6899756923093184,0.3583801346019957,25.0,0
1315,54.0,35.0,0.2875098193244305,114.0,29.0,0,2.03,0.05,0.3594505843720208,0.7491520769093342,38.01000000000001,0.05,0.3897014925373134,William Otis,348.0,366.0,Clark,clarkwi01,188.0,5.0,5.99,0.2875098193244305,5.99,0.3594505843720208,0.7491520769093342,0.3897014925373134,5.0,0
1316,352.0,116.03,0.29418690213392196,426.0,84.0,1,65.03000000000002,0.16,0.34345585859857963,0.7523079557288225,194.01,0.16,0.4088520971302429,James Joseph,1725.0,1999.0,Collins,colliji01,1055.0,16.0,53.24,0.29418690213392196,53.24,0.34345585859857963,0.7523079557288225,0.4088520971302429,16.0,1
1317,7.02,2.03,0.1992988929889299,18.009999999999994,3.0,0,1.04,0.05,0.25686502773402725,0.508562444708197,8.01,0.05,0.2516974169741697,Joseph Francis,92.0,54.01,Connor,connojo03,29.01,5.0,-0.7,0.1992988929889299,-0.7,0.25686502773402725,0.508562444708197,0.2516974169741697,5.0,0
1320,361.07,145.06999999999994,0.2767228667926247,525.04,59.0,1,75.10000000000002,0.2500000000000001,0.3350807621626849,0.743550011419788,285.06999999999994,0.2500000000000001,0.4084692492571031,Harry H.,1755.0,1841.04,Davis,davisha01,1001.06,25.0,38.67,0.2767228667926247,38.67,0.3350807621626849,0.743550011419788,0.4084692492571031,25.0,1
1321,99.01,37.02,0.26937618147448017,227.01,21.0,0,10.09,0.11999999999999998,0.3223168026930596,0.6557509551820324,114.01,0.11999999999999998,0.3334341524889729,Patrick Henry,830.0,855.0,Dolan,dolanco01,428.0,12.0,3.32,0.26937618147448017,3.32,0.3223168026930596,0.6557509551820324,0.3334341524889729,12.0,0
1323,85.0,43.01,0.31738212526389864,212.0,15.0,0,11.03,0.07,0.36786388058923386,0.7570651473028158,186.0,0.07,0.389201266713582,William Lee,698.0,902.0,Everitt,everibi01,535.0,7.0,9.46,0.31738212526389864,9.46,0.36786388058923386,0.7570651473028158,0.389201266713582,7.0,0
1326,5.02,1.04,0.17857142857142858,28.0,3.0,0,1.04,0.05,0.27837678886492845,0.5025732174363571,5.02,0.05,0.22419642857142852,James Andrew,82.0,40.0,Gardner,gardnji01,29.01,5.0,-0.47,0.17857142857142858,-0.47,0.27837678886492845,0.5025732174363571,0.22419642857142852,5.0,0
1331,43.03999999999999,14.079999999999998,0.21238349885408708,39.06999999999999,4.0,0,4.109999999999999,0.14,0.2374483253340827,0.5136438944708283,21.060000000000006,0.14,0.27619556913674553,Michael Joseph,410.0,278.01,Kahoe,kahoemi01,103.05,14.0,-0.67,0.21238349885408708,-0.67,0.2374483253340827,0.5136438944708283,0.27619556913674553,14.0,0
1334,49.02,35.02,0.2491347270615563,291.0,8.0,0,8.03,0.07,0.3602101856937167,0.6924749940560861,84.03,0.07,0.3322648083623693,William Lucas,489.0,429.01,Lush,lushbi01,294.0,7.0,8.78,0.2491347270615563,8.78,0.3602101856937167,0.6924749940560861,0.3322648083623693,7.0,0
1337,110.01,42.0,0.23786008230452674,280.01,25.0,0,15.03,0.11,0.29670237866191396,0.6001591687853708,130.0,0.11,0.3034567901234568,William Joseph,989.0,867.0,McCormick,mccorba01,433.0,11.0,2.85,0.23786008230452674,2.85,0.29670237866191396,0.6001591687853708,0.3034567901234568,11.0,0
1360,81.00999999999998,35.04,0.24899828277046365,181.0,91.0,0,6.129999999999997,0.18000000000000002,0.3032250184537117,0.6007293115275526,83.02,0.18000000000000002,0.29750429307384085,John Joseph,1073.0,870.0,Warner,warnejo01,348.0,18.0,10.6,0.24899828277046365,10.6,0.3032250184537117,0.6007293115275526,0.29750429307384085,18.0,0
1361,5.039999999999999,4.0299999999999985,0.21524934383202105,20.01,3.0,0,1.05,0.06000000000000001,0.25990546192491404,0.5178057243921057,7.0299999999999985,0.06000000000000001,0.2579002624671917,Frank Ealton,126.0,82.01,Wilson,wilsoze01,50.01,6.0,-0.93,0.21524934383202105,-0.93,0.25990546192491404,0.5178057243921057,0.2579002624671917,6.0,0
1369,86.02,50.04999999999999,0.2214303560274828,309.01,23.0,1,11.099999999999998,0.16,0.2945613821632802,0.584517659489951,58.02,0.16,0.2899562773266708,Louis,1012.0,709.02,Criger,crigelo01,337.02,16.0,10.7,0.2214303560274828,10.7,0.2945613821632802,0.584517659489951,0.2899562773266708,16.0,0
1370,94.0,24.030000000000005,0.2613398464759246,198.0,42.0,0,16.0,0.09,0.31840674288253074,0.6460620115496627,183.0,0.09,0.3276552686671319,Charles Dana,771.0,749.0,Dexter,dextech01,429.0,9.0,2.9,0.2613398464759246,2.9,0.31840674288253074,0.6460620115496627,0.3276552686671319,9.0,0
1371,38.01000000000001,11.01,0.2144097222222222,72.0,15.0,0,6.02,0.06000000000000001,0.2695591819605185,0.5517553625160739,28.01,0.06000000000000001,0.2821961805555555,Joseph,323.0,247.0,Dolan,dolanjo02,140.01,6.0,-1.49,0.2144097222222222,-1.49,0.2695591819605185,0.5517553625160739,0.2821961805555555,6.0,0
1372,85.01,29.01,0.27386485520200216,227.01,40.0,0,10.05,0.09,0.3371332528311739,0.6729144469677488,84.01,0.09,0.3357811941365749,William Bingham,747.0,766.0,Douglass,douglkl01,368.0,9.0,4.86,0.27386485520200216,4.86,0.3371332528311739,0.6729144469677488,0.3357811941365749,9.0,0
1380,30.01,12.0,0.2486692015209125,154.0,10.0,0,2.04,0.06000000000000001,0.3319676010439063,0.6263630383062637,54.0,0.06000000000000001,0.2943954372623574,Philip Louis,349.0,327.0,Geier,geierph01,197.0,6.0,-0.03,0.2486692015209125,-0.03,0.3319676010439063,0.6263630383062637,0.2943954372623574,6.0,0
1382,1.05,2.04,0.16666666666666666,17.01,2.0,0,0.06000000000000001,0.06000000000000001,0.2097964965810336,0.39172178393735546,2.039999999999999,0.06000000000000001,0.18192528735632185,William Cicero,124.0,58.0,Hill,hillbi01,31.0,6.0,-2.09,0.16666666666666666,-2.09,0.2097964965810336,0.39172178393735546,0.18192528735632185,6.0,0
1385,206.02,75.02000000000002,0.2845724025492812,817.01,76.0,1,21.050000000000004,0.15,0.3681886243220037,0.7148938266341425,359.02,0.15,0.3467052023121387,Fielder Allison,1788.0,1920.01,Jones,jonesfi01,1180.01,15.0,43.13,0.2845724025492812,43.13,0.3681886243220037,0.7148938266341425,0.3467052023121387,15.0,1
1387,133.0,63.02,0.3115495273325113,90.00999999999998,50.0,0,18.02,0.07,0.3490019742876241,0.7892403631080105,131.01,0.07,0.4402383888203863,William Hoffman,621.0,758.0,Keister,keistbi01,400.0,7.0,10.83,0.3115495273325113,10.83,0.3490019742876241,0.7892403631080105,0.4402383888203863,7.0,0
1389,657.01,163.01,0.33809573469600585,516.01,134.0,1,83.04,0.22000000000000008,0.3801076838785729,0.846699612129694,380.0,0.22000000000000008,0.4665919282511211,Napoleon,2480.0,3242.0,Lajoie,lajoina01,1504.01,22.0,107.39,0.33809573469600585,107.39,0.3801076838785729,0.846699612129694,0.4665919282511211,22.0,1
1392,60.0,26.020000000000003,0.2920075519194462,132.0,26.0,0,12.0,0.06000000000000001,0.356026696278319,0.7411997610989609,36.02,0.06000000000000001,0.3851730648206419,Algernon Griggs,403.0,464.0,McBride,mcbrial01,258.0,6.0,4.72,0.2920075519194462,4.72,0.356026696278319,0.7411997610989609,0.3851730648206419,6.0,0
1393,61.01000000000001,28.01,0.26604068857589985,175.0,17.0,0,13.02,0.06000000000000001,0.3618899908847258,0.7500668296953674,64.0,0.06000000000000001,0.3881768388106416,Hermas Walter,352.0,340.0,McFarland,mcfarhe01,204.0,6.0,5.59,0.26604068857589985,5.59,0.3618899908847258,0.7500668296953674,0.3881768388106416,6.0,0
1394,181.0,100.0,0.2837993106089621,429.0,230.0,0,42.03,0.14,0.36404506609262827,0.7449508493174464,282.0,0.14,0.3809057832248181,Dennis Lawrence,1436.0,1482.0,McGann,mcganda01,842.0,14.0,34.3,0.2837993106089621,34.3,0.36404506609262827,0.7449508493174464,0.3809057832248181,14.0,0
1398,113.0,46.01,0.2578397212543554,224.0,97.0,0,11.03,0.09,0.3263285308890799,0.6595911219565489,132.0,0.09,0.3332625910674691,Richard Joseph,874.0,814.0,Padden,paddedi01,423.0,9.0,8.92,0.2578397212543554,8.92,0.3263285308890799,0.6595911219565489,0.3332625910674691,9.0,0
1399,96.0,39.0,0.2717229023589131,286.0,25.0,0,9.03,0.09,0.33359835413883265,0.6653660459871455,194.0,0.09,0.3317676918483129,Oliver Daniel,885.0,910.0,Pickering,pickeol01,500.0,9.0,8.57,0.2717229023589131,8.57,0.33359835413883265,0.6653660459871455,0.3317676918483129,9.0,0
1403,112.03,28.050000000000004,0.2693487896351858,464.01,43.0,0,16.05,0.11,0.37702463867539504,0.7201136260603251,216.0,0.11,0.3430889873849301,Samuel Nicklin,903.0,790.0,Strang,stransa01,479.0,11.0,17.97,0.2693487896351858,17.97,0.37702463867539504,0.7201136260603251,0.3430889873849301,11.0,0
1405,25.02,20.02,0.2578397212543554,46.0,1.0,0,5.0299999999999985,0.05,0.2962391938769892,0.6471683460256534,18.009999999999994,0.05,0.3509291521486643,George Watson,239.0,222.0,Wrigley,wriglze01,121.0,5.0,-0.82,0.2578397212543554,-0.82,0.2962391938769892,0.6471683460256534,0.3509291521486643,5.0,0
1406,25.02,6.039999999999999,0.23829787234042554,45.01,6.0,0,5.059999999999999,0.08,0.28966128370961125,0.6021151844188312,7.0299999999999985,0.08,0.3124539007092199,George J.,217.0,168.0,Yeager,yeagege01,90.0,8.0,-0.15,0.23829787234042554,-0.15,0.28966128370961125,0.6021151844188312,0.3124539007092199,8.0,0
1407,3.03,3.02,0.2079207920792079,19.02,1.0,0,0.05,0.05,0.2792813076957716,0.5328456641314152,2.039999999999999,0.05,0.2535643564356436,David William Tilden,72.0,42.0,Zearfoss,zearfda01,15.01,5.0,-0.18,0.2079207920792079,-0.18,0.2792813076957716,0.5328456641314152,0.2535643564356436,5.0,0
1408,99.03,43.03999999999999,0.2536169513797635,289.01,33.0,0,11.04,0.1,0.3250101749497194,0.6503189791547128,142.01999999999995,0.1,0.3253088042049934,Edward James,855.0,772.01,Abbaticchio,abbated01,355.02,10.0,8.59,0.2536169513797635,8.59,0.3250101749497194,0.6503189791547128,0.3253088042049934,10.0,0
1412,218.02,71.02,0.27940415085918324,714.01,67.0,0,26.070000000000004,0.18000000000000002,0.3863448488176976,0.7635552929149972,212.02,0.18000000000000002,0.3772104440972997,Roger Philip,1446.0,1252.01,Bresnahan,bresnro01,682.01,18.0,40.98,0.27940415085918324,40.98,0.3863448488176976,0.7635552929149972,0.3772104440972997,18.0,0
1419,2.039999999999999,0.06000000000000001,0.18902439024390244,4.0299999999999985,0.0,0,0.06000000000000001,0.06000000000000001,0.2084002617645309,0.4116929446913602,0.06000000000000001,0.06000000000000001,0.20329268292682925,Edward Perks,62.0,31.0,Dunkle,dunklda01,8.01,6.0,-0.46,0.18902439024390244,-0.46,0.2084002617645309,0.4116929446913602,0.20329268292682925,6.0,0
1420,4.06,0.08,0.15925373134328358,21.0,2.0,0,0.08,0.08,0.2454926811852909,0.4269354672549427,2.0699999999999994,0.08,0.18144278606965167,Robert Roy,84.0,32.01,Evans,evansro01,11.02,8.0,-0.6,0.15925373134328358,-0.6,0.2454926811852909,0.4269354672549427,0.18144278606965167,8.0,0
1425,59.0,27.01,0.26224383466481416,223.0,78.0,0,10.03,0.07,0.33206816202159073,0.6440202287114136,139.0,0.07,0.31195206668982284,Richard Joseph,740.0,755.0,Harley,harledi01,389.0,7.0,-0.6,0.26224383466481416,-0.6,0.33206816202159073,0.6440202287114136,0.31195206668982284,7.0,0
1428,52.01,13.04,0.25850728155339797,62.03,15.0,0,5.05,0.06000000000000001,0.3218732660082121,0.6935358873674353,18.04,0.07,0.3716626213592232,Frank Elmer,235.0,213.01,Huelsman,huelsfr01,76.03,7.0,2.81,0.25850728155339797,2.81,0.3218732660082121,0.6935358873674353,0.3716626213592232,7.0,0
1431,15.0,9.02,0.25609756097560976,44.0,14.0,0,0.06000000000000001,0.06000000000000001,0.3482459513737555,0.6853679025932677,18.020000000000003,0.06000000000000001,0.3371219512195122,Thomas Joseph,131.0,105.0,Leahy,leahyto01,54.0,6.0,1.32,0.25609756097560976,1.32,0.3482459513737555,0.6853679025932677,0.3371219512195122,6.0,0
1432,4.049999999999999,2.0699999999999994,0.1690492957746479,9.04,1.0,0,0.09,0.09,0.19736171080814605,0.3961997389771601,2.0799999999999983,0.09,0.19883802816901408,William J.,106.0,48.01,Magee,mageebi01,19.03,9.0,-1.56,0.1690492957746479,-1.56,0.19736171080814605,0.3961997389771601,0.19883802816901408,9.0,0
1435,59.01,24.02,0.2778840025493945,120.0,31.0,0,10.02,0.05,0.3412691491526409,0.7065400223202636,55.01,0.05,0.3652708731676225,Thomas J.,427.0,436.0,O'Brien,obrieto02,248.0,5.0,0.0,0.2778840025493945,0.0,0.3412691491526409,0.7065400223202636,0.3652708731676225,5.0,0
1436,38.03999999999999,14.07,0.1919254658385093,87.0,7.0,0,8.099999999999998,0.17,0.23647875505377985,0.4846029786562643,3.159999999999997,0.17,0.2481242236024845,John Joseph,585.0,309.0,Powell,powelja01,133.0,17.0,0.77,0.1919254658385093,0.77,0.23647875505377985,0.4846029786562643,0.2481242236024845,17.0,0
1437,215.0,68.01,0.273356985977361,607.0,72.0,1,18.05,0.12999999999999998,0.34812893956317925,0.6899383668312988,155.0,0.12999999999999998,0.34180942726811964,Claude Cassius,1671.0,1618.0,Ritchey,ritchcl01,708.0,13.0,34.5,0.273356985977361,34.5,0.34812893956317925,0.6899383668312988,0.34180942726811964,13.0,1
1439,136.04,31.040000000000006,0.2711874386653582,102.03,12.0,1,9.099999999999998,0.14,0.2973814163812839,0.6423078148111171,52.04,0.15,0.34492639842983314,Freeman Osee,895.0,829.02,Schrecongost,schreos01,304.02,15.0,13.17,0.2711874386653582,13.17,0.2973814163812839,0.6423078148111171,0.34492639842983314,15.0,1
1440,354.0,136.01,0.2740302432610125,1135.0,92.0,1,56.03,0.19000000000000006,0.3748787107161417,0.7533284148581536,465.0,0.19000000000000006,0.37844970414201184,Samuel James Tilden,2122.0,2084.0,Sheckard,sheckji01,1296.0,19.0,49.56,0.2740302432610125,49.56,0.3748787107161417,0.7533284148581536,0.37844970414201184,19.0,1
1441,30.04000000000001,11.06,0.2638743455497382,26.02,6.0,0,1.09,0.1,0.2877259097171569,0.6096421400836491,37.02,0.1,0.3219162303664921,Alexander Benjamin,287.0,252.0,Smith,smithal01,107.01,10.0,-1.31,0.2638743455497382,-1.31,0.2877259097171569,0.6096421400836491,0.3219162303664921,10.0,0
1443,219.0,118.0,0.30499112250937066,470.0,44.0,0,36.01,0.1,0.3689706435492826,0.7850349560369527,189.0,0.1,0.4160643124876702,Charles Sylvester,1304.0,1546.0,Stahl,stahlch01,858.0,10.0,31.7,0.30499112250937066,31.7,0.3689706435492826,0.7850349560369527,0.4160643124876702,10.0,0
1444,16.02,9.05,0.17822966507177032,59.01,6.0,0,1.1,0.11,0.23749334161931815,0.4604837722413278,13.07,0.11,0.2229904306220096,John William,303.0,149.0,Sudhoff,sudhowi01,77.01,11.0,-0.86,0.17822966507177032,-0.86,0.23749334161931815,0.4604837722413278,0.2229904306220096,11.0,0
1445,29.03,10.089999999999998,0.16136960600375233,42.05,6.0,0,4.109999999999999,0.14,0.19751568403952646,0.4166151211877441,6.099999999999999,0.14,0.2190994371482176,George Edward,410.0,172.01999999999995,Waddell,wadderu01,61.03,14.0,-2.46,0.16136960600375233,-2.46,0.19751568403952646,0.4166151211877441,0.2190994371482176,14.0,0
1446,9.159999999999997,1.2,0.17651764449211868,29.120000000000008,11.0,0,2.189999999999999,0.19000000000000006,0.23242538198326396,0.4419048649205583,5.1699999999999955,0.19000000000000006,0.2094794829372944,Nicholas,230.0,97.09000000000003,Altrock,altroni01,52.10999999999998,21.0,0.52,0.17651764449211868,0.52,0.23242538198326396,0.4419048649205583,0.2094794829372944,21.0,0
1447,225.01,75.01,0.27025405081016196,221.02,24.0,0,13.07,0.12999999999999998,0.3043429345079755,0.6574615582327205,175.01999999999995,0.12999999999999998,0.3531186237247449,William Edward,1330.0,1351.0,Bransfield,branski01,529.01,13.0,10.01,0.27025405081016196,10.01,0.3043429345079755,0.6574615582327205,0.3531186237247449,13.0,0
1448,58.02,13.05,0.24396507447354904,112.0,30.0,0,1.08,0.09,0.29534390571971525,0.5841780094690732,87.02,0.09,0.28883410374935803,James Timothy,550.0,475.0,Burke,burkeji01,200.0,9.0,1.98,0.24396507447354904,1.98,0.29534390571971525,0.5841780094690732,0.28883410374935803,9.0,0
1449,68.00999999999999,32.02,0.2523076923076923,71.00999999999998,5.0,0,6.049999999999999,0.08,0.2803478621384045,0.6096811954717378,49.03,0.08,0.3293333333333333,Charles Carbitt,507.0,492.0,Carr,carrch01,185.01,8.0,1.73,0.2523076923076923,1.73,0.2803478621384045,0.6096811954717378,0.3293333333333333,8.0,0
1450,137.01,52.03,0.2584657912923289,270.01,55.0,0,9.05,0.11,0.3101098985881203,0.6303632964227206,191.01,0.11,0.32025339783460033,James Patrick,1114.0,1122.0,Casey,caseydo01,584.01,11.0,12.26,0.2584657912923289,12.26,0.3101098985881203,0.6303632964227206,0.32025339783460033,11.0,0
1451,200.03,79.03000000000002,0.29625483766619115,554.01,137.0,1,20.070000000000007,0.17,0.3937339997073086,0.7873355970971214,401.01,0.17,0.3936015973898129,Frank Leroy,1287.0,1273.01,Chance,chancfr01,797.01,17.0,45.6,0.29625483766619115,45.6,0.3937339997073086,0.7873355970971214,0.3936015973898129,17.0,1
1452,18.02,9.02,0.23857849196538936,135.0,5.0,0,5.02,0.05,0.35088772983509825,0.652655344173788,51.02,0.05,0.30176761433868976,Joshua Baldwin,223.0,193.01,Clarke,clarkjo02,118.01,5.0,2.46,0.23857849196538936,2.46,0.35088772983509825,0.652655344173788,0.30176761433868976,5.0,0
1453,18.04,5.079999999999999,0.1916097987751531,80.0,12.0,0,1.12,0.12999999999999998,0.251803453887445,0.4710248012190286,29.050000000000004,0.12999999999999998,0.21922134733158355,William Henry,417.0,219.01,Dinneen,dinnebi01,99.01,13.0,-0.48,0.1916097987751531,-0.48,0.251803453887445,0.4710248012190286,0.21922134733158355,13.0,0
1454,24.03,4.059999999999999,0.164884437596302,21.02,2.0,0,6.06,0.1,0.1934624769386419,0.4358969915765464,3.0799999999999983,0.1,0.2424345146379045,William James,242.0,107.01,Duggleby,dugglbi01,51.02,10.0,-1.32,0.164884437596302,-1.32,0.1934624769386419,0.4358969915765464,0.2424345146379045,10.0,0
1456,169.0,56.03,0.2707739530804648,427.0,165.0,1,10.099999999999998,0.15,0.3545404267292821,0.6935801110090453,213.02,0.15,0.3390396842797632,Norman Arthur,1292.0,1235.0,Elberfeld,elberki01,647.0,15.0,32.92,0.2707739530804648,32.92,0.3545404267292821,0.6935801110090453,0.3390396842797632,15.0,1
1458,268.0,164.0,0.3130248347328926,597.0,99.0,1,48.03,0.14,0.3889950009057481,0.8342496015846833,330.01,0.14,0.4452546006789352,Elmer Harrison,1483.0,1752.0,Flick,flickel01,950.0,14.0,53.19,0.3130248347328926,53.19,0.3889950009057481,0.8342496015846833,0.4452546006789352,14.0,1
1459,36.0,20.0,0.2813852813852814,76.01,8.0,0,10.02,0.05,0.34125944884233084,0.737428280011162,17.03,0.05,0.3961688311688312,Clarence Francis,262.0,260.0,Foster,fostepo01,146.0,5.0,2.29,0.2813852813852814,2.29,0.34125944884233084,0.737428280011162,0.3961688311688312,5.0,0
1461,84.00999999999998,26.01,0.2707898035938153,201.01,20.0,0,3.06,0.08,0.3324330837882399,0.6639040407460335,189.0,0.08,0.33147095695779355,David Lewis,644.0,648.0,Fultz,fultzda01,369.01,8.0,5.45,0.2707898035938153,5.45,0.3324330837882399,0.6639040407460335,0.33147095695779355,8.0,0
1462,104.01,50.01,0.25119705340699816,136.0,43.0,0,18.009999999999994,0.07,0.2975048979464905,0.6437516751103948,48.01,0.07,0.34624677716390423,John Henry,747.0,682.0,Ganzel,ganzejo01,281.0,7.0,9.87,0.25119705340699816,9.87,0.2975048979464905,0.6437516751103948,0.34624677716390423,7.0,0
1466,124.0,65.0,0.2930539609644087,315.0,46.0,0,29.020000000000003,0.08,0.3594203501617652,0.7503675373029821,192.0,0.08,0.39094718714121696,Edward,923.0,1021.0,Green,greenda01,552.0,8.0,21.42,0.2930539609644087,21.42,0.3594203501617652,0.7503675373029821,0.39094718714121696,8.0,0
1468,182.01,92.02,0.2755775577557756,837.0,12.0,0,31.040000000000006,0.14,0.3835257690700948,0.7538166106542532,247.01,0.14,0.3702908415841584,Tully Frederick,1356.0,1336.0,Hartsel,hartsto01,826.0,14.0,31.34,0.2755775577557756,31.34,0.3835257690700948,0.7538166106542532,0.3702908415841584,14.0,0
1469,19.02,6.04,0.17933764135702746,70.0,8.0,0,2.05,0.07,0.27114923895735,0.5106645862917604,12.03,0.07,0.2395153473344104,Marion Edward,214.0,111.01,Heydon,heydomi01,52.02,7.0,0.6,0.17933764135702746,0.6,0.27114923895735,0.5106645862917604,0.2395153473344104,7.0,0
1470,60.02,25.06000000000001,0.21664992826398846,64.01,12.0,0,11.05,0.12999999999999998,0.25713197382562203,0.5765724329360955,19.070000000000004,0.12999999999999998,0.3194404591104734,Harry Taylor,458.0,302.01,Howell,howelha01,143.01,13.0,2.09,0.21664992826398846,2.09,0.25713197382562203,0.5765724329360955,0.3194404591104734,13.0,0
1471,158.0,62.01,0.2502962787390377,190.0,41.0,0,13.04,0.1,0.28920698411271656,0.6156208262554044,253.0,0.1,0.3264138421426878,William Frank,1119.0,1056.0,Isbell,isbelfr01,501.0,10.0,14.78,0.2502962787390377,14.78,0.28920698411271656,0.6156208262554044,0.3264138421426878,10.0,0
1472,2.03,1.04,0.1344295302013423,13.02,1.0,0,1.04,0.05,0.20880603421843372,0.391759054352662,2.04,0.05,0.1829530201342282,John,50.0,20.03,Katoll,katolja01,19.02,5.0,-0.73,0.1344295302013423,-0.73,0.20880603421843372,0.391759054352662,0.1829530201342282,5.0,0
1473,28.030000000000005,17.040000000000006,0.2402862985685072,39.01,7.0,0,4.0699999999999985,0.11,0.2743916728508378,0.5906697914602448,14.06,0.11,0.31627811860940697,Frank R.,352.0,235.0,Kitson,kitsofr01,118.01,11.0,3.81,0.2402862985685072,3.81,0.2743916728508378,0.5906697914602448,0.31627811860940697,11.0,0
1475,3.02,0.05,0.22093023255813954,2.039999999999999,0.0,0,0.05,0.05,0.2388466341241912,0.4978001224962842,1.04,0.05,0.25895348837209303,Clifford Wesley,27.0,19.0,Latimer,latimta01,5.02,5.0,-0.58,0.22093023255813954,-0.58,0.2388466341241912,0.4978001224962842,0.25895348837209303,5.0,0
1476,64.01,14.02,0.26079825041006016,77.00999999999998,3.0,0,6.02,0.05,0.2917718667826051,0.6127724135294612,59.01000000000001,0.05,0.3210005467468561,William,483.0,477.0,Lauder,laudebi01,210.0,5.0,0.02,0.26079825041006016,0.02,0.2917718667826051,0.6127724135294612,0.3210005467468561,5.0,0
1477,266.01,172.01,0.2692549315240608,820.01,32.0,1,63.03999999999999,0.20000000000000004,0.3399090476790361,0.7095723219597246,361.01,0.20000000000000004,0.3696632742806885,Thomas William,2156.0,2143.0,Leach,leachto01,1355.01,20.0,46.83,0.2692549315240608,46.83,0.3399090476790361,0.7095723219597246,0.3696632742806885,20.0,1
1478,62.0,16.02,0.2393675027262813,194.0,28.0,0,2.0499999999999994,0.07,0.3214871089019343,0.6154838373643116,47.0,0.07,0.2939967284623773,George Henry,522.0,439.0,Magoon,magooge01,199.0,7.0,4.61,0.2393675027262813,4.61,0.3214871089019343,0.6154838373643116,0.2939967284623773,7.0,0
1482,28.01,3.0499999999999994,0.24464060529634302,50.01,22.0,0,3.03,0.06000000000000001,0.3075011270764216,0.6066184032428781,51.0,0.06000000000000001,0.2991172761664565,Arthur Francis,241.0,194.0,Nichols,nichoar01,112.0,6.0,1.1,0.24464060529634302,1.1,0.3075011270764216,0.6066184032428781,0.2991172761664565,6.0,0
1483,8.03,5.0299999999999985,0.2394106813996317,34.0,7.0,0,0.07,0.07,0.2927731265088088,0.565885465367004,2.05,0.07,0.27311233885819525,Wiley Harold,187.0,130.0,Piatt,piattwi01,66.0,7.0,1.21,0.2394106813996317,1.21,0.2927731265088088,0.565885465367004,0.27311233885819525,7.0,0
1485,72.03,13.079999999999998,0.21551724137931036,72.02,18.0,0,4.1099999999999985,0.12999999999999998,0.2479248540052154,0.5163731298672843,27.03,0.14,0.2684482758620689,Michael Riley,647.0,450.0,Powers,powerdo01,183.0,14.0,-3.15,0.21551724137931036,-3.15,0.2479248540052154,0.5163731298672843,0.2684482758620689,14.0,0
1492,284.0,90.01,0.2672998643147897,471.0,79.0,1,27.02,0.14,0.3298097776343672,0.6895587599952898,194.0,0.14,0.3597489823609226,Harry M.,1646.0,1576.0,Steinfeldt,steinha01,758.0,14.0,30.81,0.2672998643147897,30.81,0.3298097776343672,0.6895587599952898,0.3597489823609226,14.0,0
