,2B,3B,BA,BB,HBP,HOF,HR,IBB,OBP,OPS,SB,SF,SLG,firstName,games,hits,lastName,player_id,runs,seasons,WAR
7806,6.029999999999999,1.04,0.14968503937007874,10.02,1.0,N,3.0399999999999996,1.0,0.21446936151978285,0.49982369222844425,1.04,2.0,0.2853543307086614,Jerry,96.0,19.009999999999998,Manuel,manueje01,14.03,5.0,-0.55
7807,0.01,0.01,0.01,0.01,0.0,N,0.01,0.0,0.019801980198019802,0.08980198019801981,0.01,0.0,0.07,Gary Arthur,1.0,0.01,Martz,martzga01,0.01,1.0,0.0
7808,70.0,15.02,0.2287344398340249,86.0,17.0,N,21.02,2.0,0.26627508565834557,0.5796049611770178,20.0,12.0,0.31332987551867214,David Lawrence,645.0,441.0,McKay,mckayda01,191.0,8.0,-2.74
7809,0.02,0.02,0.33499999999999996,1.01,0.0,N,0.02,0.0,0.4308131241084165,0.7858131241084165,0.02,0.0,0.355,James Anderson,3.0,2.01,Merchant,merchan01,1.01,2.0,0.13
7810,5.0,2.01,0.17557251908396945,20.0,1.0,N,4.01,1.0,0.23426573426573427,0.4901817648000854,1.01,3.0,0.25591603053435114,Michael Wilfred,84.0,46.0,Miley,mileymi01,21.0,2.0,-0.92
7811,3.139999999999999,0.17,0.14654503105590058,8.109999999999998,1.0,N,1.1600000000000001,0.0,0.2139637649138311,0.42805537982066333,0.17,1.0,0.2140916149068322,Gregory Brian,712.0,15.099999999999998,Minton,mintogr01,10.12,17.0,0.93
7812,0.08,0.08,1.0,0.08,0.0,N,0.08,0.0,1.0,8.0,0.08,0.0,7.000000000000001,Paul Michael,125.0,0.08,Mitchell,mitchpa01,0.08,8.0,0.09
7813,25.050000000000004,11.069999999999999,0.2640348692403487,65.03,11.0,N,14.059999999999999,12.0,0.32436967219575913,0.6996996846490593,46.029999999999994,9.0,0.3753300124533001,Robert Joseph,401.0,212.01999999999998,Molinaro,molinbo01,106.04,11.0,0.85
7814,2.1099999999999985,2.109999999999998,0.28185801928133236,3.1099999999999977,0.0,N,0.12999999999999998,0.0,0.3189827127659576,0.7186321430902347,0.12999999999999998,0.0,0.3996494303242771,Donnie Ray,416.0,16.08000000000001,Moore,mooredo01,3.109999999999998,13.0,1.08
7815,171.01,87.00999999999999,0.25180288461538464,387.0,17.0,N,37.019999999999996,41.0,0.30594953030023947,0.6491165976079318,487.01,33.0,0.3431670673076923,Omar Renan,1382.0,1257.0,Moreno,morenom01,699.0,14.0,9.37
7816,0.01,0.01,1.0,0.01,0.0,N,0.01,0.0,1.0,8.0,0.01,0.0,7.000000000000001,Danny Leon,24.0,0.01,Osborn,osboroz01,0.01,1.0,0.01
7817,0.03,0.03,1.0,0.03,0.0,N,0.03,0.0,1.0,8.0,0.03,0.0,7.0,Michael Joseph,13.0,0.03,Pazik,pazikmi01,0.03,3.0,0.0
7818,71.01,2.0799999999999983,0.25669869595058337,182.0,6.0,N,21.040000000000003,33.0,0.33896863691194207,0.6905815401377484,6.059999999999999,13.0,0.3516129032258064,Biff Benedict,596.0,374.01,Pocoroba,pocorbi01,132.0,10.0,-0.57
7819,1.0,0.01,0.13513513513513514,5.0,0.0,N,0.01,0.0,0.23809523809523808,0.4016087516087516,0.01,0.0,0.1635135135135135,Michael Harold,14.0,5.0,Poepping,poeppmi01,0.01,1.0,-0.56
7820,28.03,4.0699999999999985,0.2692075471698113,94.01,2.0,N,12.059999999999999,7.0,0.3452411443079698,0.7054549807859571,8.059999999999999,7.0,0.3602138364779874,Ronald Ralph,341.0,214.01999999999998,Pruitt,pruitro01,88.02000000000001,10.0,-0.08
7821,100.05000000000001,7.139999999999998,0.24007502206531334,177.03,18.0,N,43.059999999999995,17.0,0.2977562720837379,0.6452937831163945,5.179999999999997,21.0,0.3475375110326566,James Patrick,984.0,544.01,Quirk,quirkja01,193.01999999999998,21.0,0.81
7822,316.0,65.03,0.27562983287602894,1243.0,38.0,Y,54.019999999999996,37.0,0.37285058207839367,0.7243247651664455,271.0,64.0,0.3514741830880519,Willie Larry,2202.0,2210.0,Randolph,randowi01,1239.0,19.0,65.52
7823,140.0,38.0,0.27519640852974186,356.0,4.0,Y,7.0699999999999985,10.0,0.3272127088920982,0.6556549086676313,208.0,32.0,0.32844219977553313,Gerald Peter,1154.0,1226.0,Remy,remyje01,605.0,10.0,14.42
7824,143.01,65.05000000000001,0.2557098074339454,227.01,9.0,N,42.019999999999996,34.0,0.2907801418439716,0.6358697074507786,58.029999999999994,37.0,0.345089565606807,Gordon Craig,1491.0,1142.0,Reynolds,reynocr01,480.0,15.0,13.39
7825,39.019999999999996,11.03,0.2647412755716005,71.01,2.0,N,10.02,2.0,0.32305046250868236,0.6974668283329903,11.03,3.0,0.37441636582430804,Jesus Manuel,335.0,220.0,Rivera,riverbo01,109.0,6.0,2.53
7826,1.01,0.02,0.20907327264587372,7.01,0.0,N,0.02,0.0,0.28397730343150496,0.5096152679144179,0.02,0.0,0.22563796448291296,Thomas James,42.0,14.01,Sandt,sandtto01,6.01,2.0,-0.19
7827,43.03999999999999,26.040000000000003,0.23639774859287055,281.0,10.0,N,3.079999999999999,2.0,0.3263546798029557,0.6117017717354134,205.0,13.0,0.2853470919324578,Rodney Darrell,690.0,504.0,Scott,scottro01,316.0,9.0,3.99
7828,8.01,1.02,0.19032258064516128,24.01,0.0,N,2.0199999999999996,0.0,0.24852549324870515,0.49081581582935035,2.01,0.0,0.2422903225806452,Wayne Allison,145.0,59.0,Scrivener,scrivch01,38.010000000000005,3.0,-0.23
7829,244.0,25.050000000000004,0.2570266925932473,771.0,14.0,N,163.01,47.0,0.34467364532019706,0.7401359044681554,27.050000000000004,54.0,0.3954622591479583,Roy Frederick,1653.0,1454.0,Smalley,smallro02,745.0,16.0,27.8
7830,38.019999999999996,9.02,0.22986247544204322,96.00999999999999,4.0,N,17.02,6.0,0.297423887587822,0.6325122962322228,8.02,5.0,0.3350884086444008,Billy Edward,370.0,234.0,Smith,smithbi05,107.00999999999999,6.0,2.95
7831,5.01,1.02,0.2074074074074074,20.0,2.0,N,0.03,1.0,0.31645569620253167,0.576751992498828,4.01,1.0,0.2602962962962963,Horace Arthur,113.0,28.0,Speed,speedho01,21.0,3.0,-0.67
7832,19.0,1.03,0.2275711159737418,30.01,1.0,N,4.02,6.0,0.2738484006409606,0.5738921643171094,4.02,5.0,0.3000437636761488,Roy Joseph,152.0,104.0,Staiger,staigro01,42.0,4.0,2.18
7833,7.02,1.02,0.2129032258064516,21.0,0.0,N,3.02,2.0,0.3050847457627119,0.6348911973756151,2.02,1.0,0.32980645161290323,Royle Eldon,89.0,33.0,Stillman,stillro02,19.01,3.0,-0.28
7834,0.01,0.01,0.00024390243902439024,1.0,0.0,N,0.01,0.0,0.024047619047619047,0.02575493612078978,0.01,0.0,0.001707317073170732,Randall Lee,26.0,0.01,Tate,tatera01,2.0,1.0,-0.59
7835,0.05,0.05,0.01644736842105263,0.05,0.0,N,0.05,0.0,0.03236245954692557,0.147494038494294,0.05,0.0,0.11513157894736843,George Lynford,30.0,0.05,Throop,throoge01,0.05,5.0,-0.03
7836,0.05,0.05,0.20675944333996027,0.05,0.0,N,0.05,0.0,0.21456692913385833,0.48096851959111486,0.05,0.0,0.26640159045725653,Pablo Arnoldo,111.0,1.04,Torrealba,torrepa01,0.05,5.0,0.04
7837,71.02,11.04,0.2786783042394015,81.02000000000001,5.0,N,34.05,5.0,0.31298516752592453,0.7133904044336552,3.0999999999999988,13.0,0.40040523690773067,Michael Lewis,665.0,447.0,Vail,vailmi01,146.0,12.0,2.07
7838,169.0,15.03,0.2782691092861655,180.0,7.0,Y,123.0,9.0,0.3153232949512843,0.7730175463726361,59.03999999999999,34.0,0.45769425142135184,Ellis Clarence,894.0,881.0,Valentine,valenel01,380.0,11.0,17.04
7839,142.02999999999997,30.08000000000001,0.2713073005093379,308.03,4.0,N,49.059999999999995,29.0,0.33862232286812377,0.72856120232483,44.06999999999999,24.0,0.38993887945670624,Dennis Martin,1271.0,799.0,Walling,wallide01,372.01,19.0,12.2
7840,36.0,9.02,0.24379232505643342,95.0,2.0,N,16.0,7.0,0.3174442190669371,0.6764058443491041,7.02,3.0,0.3589616252821671,Harold Joseph,329.0,216.0,Wallis,wallijo01,115.0,6.0,-0.95
7841,0.05,0.05,0.07897988990001123,2.0299999999999994,0.0,N,0.05,0.0,0.09951669595782071,0.18186699367717807,0.05,0.0,0.08235029771935737,Daniel Dean,83.0,7.029999999999999,Warthen,warthda01,3.0299999999999994,5.0,-0.77
7842,7.029999999999999,1.06,0.17562724014336917,27.02,3.0,N,2.059999999999999,3.0,0.25084121643070284,0.48141469313321184,2.05,6.0,0.23057347670250897,Donald Paul,118.0,49.0,Werner,wernedo01,17.02,7.0,-2.32
7843,1.02,0.03,0.1128169014084507,2.0199999999999996,0.0,N,1.02,0.0,0.13735962749931527,0.30848638806269557,0.03,0.0,0.17112676056338028,Santo,68.0,8.01,Alcala,alcalsa01,6.01,3.0,-0.1
7844,0.02,1.01,0.27586206896551724,3.0,1.0,N,0.02,0.0,0.35294117647058826,0.7012170385395537,2.0,1.0,0.3482758620689655,Fred,16.0,8.0,Andrews,andrefr01,4.0,2.0,-0.03
7845,204.01,39.01,0.25213013168086756,260.01,15.0,N,251.01,37.0,0.2871985299607904,0.739766306877909,18.050000000000004,52.0,0.4525677769171185,Antonio Rafael,1432.0,1302.0,Armas,armasto01,614.01,14.0,15.71
7846,31.030000000000005,1.06,0.2176623987764946,47.01,1.0,N,6.049999999999999,6.0,0.28194035672493883,0.6001890185158842,5.039999999999999,6.0,0.31824866179094535,Thomas Steven,222.0,111.01,Ashford,ashfotu01,42.02,7.0,-1.77
7847,27.02,4.039999999999999,0.25435540069686413,38.0,3.0,N,12.01,6.0,0.29967948717948717,0.6779547485035291,5.02,9.0,0.3782752613240419,Brian Hanly,284.0,146.0,Asselstine,asselbr01,52.0,6.0,-1.15
7848,29.0,5.01,0.23562412342215988,71.0,7.0,N,17.009999999999998,6.0,0.30943396226415093,0.6713554208896768,4.029999999999999,4.0,0.36192145862552594,Douglas Reagan,256.0,168.0,Ault,aultdo01,66.00999999999999,4.0,0.26
7849,1.17,0.18000000000000002,0.0986943164362519,0.18000000000000002,0.0,N,1.1700000000000002,0.0,0.10179869881362416,0.2972672087982632,0.18000000000000002,0.0,0.19546850998463905,Charles Douglas,584.0,5.139999999999997,Bair,bairdo01,2.1599999999999975,18.0,0.14
7850,0.02,0.02,0.11576923076923076,1.01,0.0,N,1.01,0.0,0.14352017136736878,0.3781355559827534,0.02,1.0,0.23461538461538461,Jack Edward,14.0,3.01,Baker,bakerja01,1.01,2.0,-0.3
7851,0.01,0.01,1.0,0.01,0.0,N,0.01,0.0,1.0,8.0,0.01,0.0,7.000000000000001,Christopher Sean,2.0,0.01,Batton,battoch01,0.01,1.0,0.0
7852,22.009999999999998,9.03,0.22176308539944903,70.01,2.0,N,13.01,1.0,0.2894498204991242,0.6201660739426504,5.029999999999999,7.0,0.3307162534435262,Kevin Robert,297.0,161.0,Bell,bellke01,74.0,6.0,0.23
7853,19.01,2.0299999999999994,0.23780487804878048,14.02,3.0,N,9.02,1.0,0.2612373786597014,0.600932500610921,3.0199999999999996,4.0,0.3396951219512195,Juan Ramon,154.0,117.0,Bernhardt,bernhju01,46.01,4.0,-1.02
7854,70.03000000000002,8.049999999999999,0.24951393389500973,79.01,9.0,N,17.050000000000004,1.0,0.2882432160681531,0.6267266898205834,30.030000000000005,10.0,0.3384834737524304,Richard Alan,445.0,385.0,Bosetti,bosetri01,172.0,8.0,2.17
7855,10.0,1.01,0.19915254237288135,39.0,0.0,N,1.01,1.0,0.3104693140794224,0.5733930428929818,2.01,2.0,0.26292372881355935,Stephen Shaddon,103.0,47.0,Bowling,bowlist01,23.0,2.0,-0.3
7856,3.0,0.01,0.21428571428571427,4.0,0.0,N,0.01,0.0,0.25675675675675674,0.5146138996138996,2.0,0.0,0.25785714285714284,Leon,64.0,15.0,Brown,brownle02,11.0,1.0,-0.31
7857,18.009999999999998,2.0300000000000002,0.23709369024856597,22.009999999999998,2.0,N,2.03,3.0,0.2700863122935713,0.5610232147792309,35.0,1.0,0.2909369024856597,Glenn Lawrence,225.0,124.0,Burke,burkegl01,50.0,5.0,-2.4
7858,0.08,1.07,0.11551695887268555,0.08,1.0,N,0.08,0.0,0.1288226905403264,0.2846476946366725,0.08,1.0,0.15582500409634606,Douglas Edmund,138.0,7.049999999999999,Capilla,capildo01,2.0599999999999996,8.0,-0.32
7859,16.01,8.01,0.22909698996655517,33.0,2.0,N,2.01,3.0,0.2717219589257504,0.5644644338421383,3.0199999999999996,0.0,0.29274247491638794,Robert Michael,193.0,137.0,Champion,champmi01,42.0,3.0,-2.12
7860,0.01,0.01,0.25,0.01,0.0,N,1.0,0.0,0.2518703241895262,1.2593703241895262,0.01,0.0,1.0075,Douglas William,9.0,1.0,Clarey,claredo01,2.0,1.0,0.0
7861,193.01,3.079999999999999,0.25698615826586574,297.0,14.0,Y,43.01,7.0,0.31025395304264497,0.6529543970227965,6.06,34.0,0.3427004439801515,Richard Fremont,1140.0,984.0,Dauer,dauerri01,448.01,10.0,14.38
7862,503.0,98.02000000000001,0.279439911352876,589.0,111.0,Y,438.01,143.0,0.3233131689157748,0.8055404279064063,314.02,118.0,0.48222725899063157,Andre Nolan,2627.0,2774.0,Dawson,dawsoan01,1373.0,21.0,64.45
7863,0.02,0.02,0.08039999999999999,4.01,0.0,N,0.02,0.0,0.20751465012064804,0.292714650120648,0.02,0.0,0.0852,Edward Michael,15.0,2.01,Eden,edenmi01,1.01,2.0,-0.46
7864,0.01,0.01,0.01,0.01,0.0,N,0.01,0.0,0.019801980198019802,0.08980198019801981,0.01,0.0,0.07,George Albert,2.0,0.01,Enright,enrigge01,0.01,1.0,-0.05
7865,262.0,38.040000000000006,0.2740345774761674,383.0,52.0,N,47.03999999999999,40.0,0.31920311563810666,0.6706653874106062,137.0,52.0,0.35146227177249956,James Elmer,1801.0,1696.0,Gantner,gantnji01,726.0,17.0,22.29
7866,56.01,16.050000000000004,0.23878231292517005,95.02,4.0,N,12.04,7.0,0.2857297050196188,0.6090222220264215,34.019999999999996,6.0,0.3232925170068027,Alfonso Rafael,619.0,351.01,Garcia,garciki01,162.01,10.0,5.02
7867,2.0199999999999996,0.03,0.23780487804878048,15.0,0.0,N,0.03,0.0,0.3016759776536313,0.5527125630194849,1.02,0.0,0.25103658536585366,Orlando Eugene,79.0,39.0,Gonzalez,gonzaor01,16.0,3.0,-0.07
7868,245.01,78.05000000000001,0.24896755162241888,338.01,25.0,N,24.080000000000005,37.0,0.28509968710079636,0.6038828729415044,192.02999999999997,51.0,0.318783185840708,Alfredo Claudino,1962.0,1688.0,Griffin,griffal01,759.01,18.0,2.86
7869,0.11999999999999998,0.11999999999999998,1.0,0.11999999999999998,0.0,N,0.11999999999999998,0.0,1.0,8.0,0.11999999999999998,0.0,7.0,Bryan Edmund,269.0,0.11999999999999998,Haas,haasmo01,0.11999999999999998,12.0,0.14
7870,0.060000000000000005,0.060000000000000005,1.0,0.060000000000000005,0.0,N,0.060000000000000005,0.0,1.0,8.0,0.060000000000000005,0.0,7.0,Paul Franklin,170.0,0.060000000000000005,Hartzell,hartzpa01,0.060000000000000005,6.0,0.09
7871,0.01,0.01,0.20833333333333334,2.0,0.0,N,0.01,1.0,0.2692307692307692,0.48006410256410254,0.01,0.0,0.21083333333333332,Ignacio Alfred,8.0,5.0,Javier,javieal01,1.0,1.0,-0.29
7872,215.0,38.0,0.24983012457531145,534.0,12.0,N,147.0,38.0,0.33013013013013015,0.7457586692014778,143.01,34.0,0.41562853907134767,Ruppert Sanderson,1331.0,1103.0,Jones,jonesru01,643.0,12.0,22.54
7873,0.04,0.04,0.003992015968063873,0.04,0.0,N,0.04,0.0,0.007952286282306164,0.035896398058753276,0.04,0.0,0.02794411177644711,Joseph Thomas,131.0,0.04,Kerrigan,kerrijo01,0.04,4.0,-0.09
7874,19.009999999999998,1.03,0.23690205011389523,32.019999999999996,1.0,N,1.03,0.0,0.2896706270347977,0.5816068457136132,5.02,1.0,0.2919362186788155,Bruce Edward,186.0,104.0,Kimm,kimmbr01,35.01,4.0,0.34
7875,0.01,0.01,0.2,0.01,0.0,N,0.01,0.0,0.20159680638722555,0.41359680638722557,0.01,0.0,0.21200000000000002,Jay Allen,2.0,1.0,Kleven,kleveja01,0.01,1.0,-0.04
7876,26.03,1.07,0.24069029850746268,34.019999999999996,3.0,N,14.03,3.0,0.28873778303363357,0.660510171093335,1.07,2.0,0.3717723880597015,Gene Ellis,199.0,129.01,Klutts,kluttmi01,49.01,8.0,0.2
7877,22.03,0.13999999999999999,0.19253462603878116,17.05,4.0,N,5.089999999999999,0.0,0.21368399973299515,0.45826848726762115,3.1099999999999994,6.0,0.244584487534626,Michael Edward,371.0,139.01,Krukow,krukomi01,44.019999999999996,14.0,2.77
7878,1.1,0.10999999999999999,0.1806239737274221,0.10999999999999999,0.0,N,0.10999999999999999,0.0,0.1951612903225807,0.6467212246411358,0.10999999999999999,0.0,0.4515599343185551,James Rick,265.0,1.1,Langford,langfri01,3.089999999999998,11.0,0.18
7879,1.03,1.03,0.12070065952769307,5.02,1.0,N,0.04,0.0,0.15670271373189146,0.30016771621398497,0.04,0.0,0.14346500248209348,Mark,90.0,17.02,Lemongello,lemonma01,5.02,4.0,-0.42
7880,24.01,1.02,0.26002,25.0,4.0,N,12.01,2.0,0.2977715355805243,0.6819515355805243,23.0,5.0,0.38417999999999997,Carlos Antonio,237.0,130.01,Lopez,lopezca01,61.0,3.0,1.72
7881,23.0,4.039999999999999,0.2638700947225981,55.0,4.0,N,8.03,11.0,0.315136476426799,0.6536615102562984,3.039999999999999,8.0,0.33852503382949933,Philip Anthony,269.0,195.0,Mankowski,mankoph01,72.0,6.0,0.94
7882,191.0,24.09000000000001,0.25897187196896215,642.0,20.0,N,93.01,41.0,0.35899564224942937,0.7436246432193615,197.0,33.0,0.38462900096993213,Lee Louis,1475.0,1068.0,Mazzilli,mazzile01,571.0,17.0,15.61
7883,0.07,0.07,0.00189086980010805,3.049999999999999,0.0,N,0.07,0.0,0.077863738457699,0.09109982705845536,0.07,0.0,0.013236088600756351,Michael Duane,156.0,0.07,McLaughlin,mclaubo01,0.07,7.0,-0.35
7884,0.01,0.01,1.0,0.01,0.0,N,0.01,0.0,1.0,8.0,0.01,0.0,7.000000000000001,Lawrence James,8.0,0.01,Monroe,monrola01,0.01,1.0,0.0
7885,20.009999999999998,7.01,0.26356589147286824,62.0,2.0,N,7.02,0.0,0.3175355450236967,0.6522771470908801,5.029999999999999,6.0,0.33474160206718345,Alvin Earl,289.0,204.0,Moore,mooreju01,83.0,5.0,-1.65
7886,27.01,2.0299999999999994,0.22285714285714286,31.01,2.0,N,27.01,2.0,0.25576108577691775,0.6387610857769177,1.03,6.0,0.383,Andres,235.0,156.0,Mora,moraan01,71.01,4.0,0.48
7887,350.0,39.04999999999999,0.2652010050251256,986.01,28.0,Y,398.02,159.0,0.34591615462015207,0.8149061043688958,161.04999999999995,60.0,0.4689899497487437,Dale Bryan,2180.0,2111.0,Murphy,murphda05,1197.0,19.0,46.2
7888,41.019999999999996,3.069999999999999,0.2405331753554502,56.01,6.0,N,25.03,3.0,0.2896361788395755,0.6750153257590068,1.08,9.0,0.38537914691943126,William Gerard,308.0,203.01,Nahorodny,nahorbi01,74.03,9.0,0.21
7889,77.01,8.069999999999999,0.2817990161630358,54.019999999999996,3.0,N,39.029999999999994,6.0,0.30575025700591446,0.7352934755582686,1.09,18.0,0.42954321855235417,Wayne Oren,502.0,401.0,Nordhagen,nordhwa01,147.01,10.0,-1.08
7890,3.0799999999999987,0.09999999999999999,0.1352428851815506,13.049999999999999,0.0,N,0.09999999999999999,0.0,0.19932988812539046,0.3565305750733787,0.09999999999999999,0.0,0.15720068694798828,Robert Dennis,275.0,22.050000000000004,Owchinko,owchibo01,9.049999999999999,10.0,-2.78e-17
7891,1.0,0.01,0.21739130434782608,3.0,2.0,N,1.0,1.0,0.35714285714285715,0.7493167701863355,0.01,0.0,0.39217391304347826,Kenneth Wayne,21.0,5.0,Pape,papeke01,7.0,1.0,0.31
7892,0.02,0.02,0.0008695652173913044,1.01,0.0,N,0.02,0.0,0.042898792169929194,0.04898574869166832,0.02,0.0,0.006086956521739131,Michael Gary,14.0,0.02,Potter,pottemi01,0.02,2.0,-0.44
7893,85.00999999999999,9.059999999999999,0.2501327668613914,104.00999999999999,10.0,N,14.03,1.0,0.29090357581513765,0.6181579571215636,11.049999999999999,14.0,0.3272543813064259,Gregory Russell,789.0,471.0,Pryor,pryorgr01,204.0,10.0,4.74
7894,3.02,0.03,0.23943661971830985,8.01,0.0,N,2.02,0.0,0.31654220984685477,0.6847112239313617,0.03,0.0,0.36816901408450703,Eddy William,43.0,17.0,Putman,putmaed01,6.01,3.0,0.0
7895,50.0,9.02,0.2573584905660377,83.0,21.0,N,1.04,0.0,0.31010452961672474,0.621168680560121,11.01,6.0,0.31106415094339623,Robert Lee,460.0,341.0,Randall,randabo01,154.0,5.0,3.78
7896,1.02,0.03,0.250624479600333,0.03,0.0,N,0.03,0.0,0.25249169435215946,0.6005349916044491,0.03,0.0,0.34804329725228966,Frank Joseph,17.0,3.01,Riccelli,riccefr01,1.02,3.0,0.09
7897,12.01,0.03,0.2141119221411192,40.010000000000005,3.0,N,1.02,5.0,0.28792773785191533,0.538852312061161,2.01,1.0,0.25092457420924574,Patrick Edward,152.0,88.0,Rockett,rockepa01,33.010000000000005,3.0,-5.52
7898,135.0,4.079999999999998,0.24741506646971936,406.0,41.0,N,121.0,16.0,0.3511474379126061,0.7854753551947331,16.040000000000003,26.0,0.434327917282127,Gary Steven,1064.0,670.0,Roenicke,roeniga01,367.0,12.0,15.48
7899,1.1,0.10999999999999999,0.13588314433980395,10.069999999999999,0.0,N,0.10999999999999999,0.0,0.2760064412238325,0.44360205913657513,0.10999999999999999,0.0,0.16759561791274263,Joseph Charles,462.0,7.0699999999999985,Sambito,sambijo01,4.0699999999999985,11.0,0.58
7900,22.110000000000003,1.18,0.18161762089456648,34.07999999999999,2.0,N,4.149999999999999,0.0,0.22906787810458604,0.4763724363368033,4.159999999999998,5.0,0.24730455823221728,Richard Lee,466.0,102.08000000000003,Sutcliffe,sutclri01,42.08999999999999,19.0,3.08
7901,3.0199999999999996,0.03,0.22598870056497175,15.0,0.0,N,6.02,3.0,0.28350515463917525,0.6289288834527346,0.03,2.0,0.3454237288135593,Jerry Lynn,74.0,40.0,Tabb,tabbje01,10.01,3.0,-0.78
7902,12.030000000000001,1.06,0.24188524590163932,34.019999999999996,0.0,N,4.04,5.0,0.3264332327555961,0.675982413083465,1.06,7.0,0.34954918032786886,John Felix,135.0,59.019999999999996,Tamargo,tamarjo01,19.03,7.0,-0.24
7903,1.02,0.03,0.20773584905660378,2.0199999999999996,0.0,N,0.03,0.0,0.23682297346419484,0.4666342942189118,1.02,0.0,0.22981132075471697,Alejandro Antonio,35.0,11.01,Taveras,taveral01,4.01,3.0,1.39e-17
7904,329.0,106.0,0.2714674264991581,375.0,9.0,Y,70.0,144.0,0.3042571463624095,0.6729917662303022,242.01,46.0,0.36873461986789274,Garry Lewis,2079.0,2096.0,Templeton,templga01,893.0,17.0,27.6
7905,8.0,3.0,0.2742857142857143,22.0,3.0,N,6.0,3.0,0.36318407960199006,0.8203269367448471,1.01,1.0,0.45714285714285713,Danny Lee,54.0,48.0,Thomas,thomada01,24.0,2.0,0.79
7906,204.0,12.059999999999999,0.260932944606414,816.0,9.0,N,208.01,70.0,0.36578067241682805,0.804170926477636,8.069999999999999,54.0,0.4383902540608079,Jason Dolph,1418.0,1253.0,Thompson,thompja01,640.0,12.0,24.8
7907,1.0,0.01,0.22807017543859648,3.0,0.0,N,1.0,2.0,0.26229508196721313,0.5608915731952833,0.01,1.0,0.2985964912280702,Oscar Wayne,30.0,13.0,Tyrone,tyronwa01,3.0,1.0,-0.42
7908,20.02,9.03,0.2431909845788849,61.01,3.0,N,3.059999999999999,0.0,0.29529862460346207,0.5945512936426081,8.04,4.0,0.29925266903914594,Mark Duane,415.0,205.01,Wagner,wagnema01,81.01,9.0,0.86
7909,90.0,25.009999999999998,0.26187624750499,199.0,14.0,Y,21.009999999999998,10.0,0.31761695906432746,0.6605510908008544,105.00999999999999,18.0,0.3429341317365269,John David,860.0,656.0,Wathan,wathajo01,305.0,10.0,4.95
7910,0.03,0.03,1.0,0.03,0.0,N,0.03,0.0,1.0,8.0,0.03,0.0,7.0,Gary Richard,20.0,0.03,Wheelock,wheelga01,0.03,3.0,0.01
7911,176.01,15.059999999999999,0.24854531001589825,436.0,4.0,N,134.02999999999997,43.0,0.3241613737944013,0.7338672561473425,22.080000000000005,37.0,0.40970588235294114,Leo Ernest,1328.0,938.01,Whitt,whitter01,447.01,15.0,18.36
7912,281.02,147.01999999999998,0.2854740654507826,425.01,62.0,Y,41.059999999999995,27.0,0.32642757006231665,0.7022185414761053,668.0,35.0,0.3757909714137886,Willie James,2154.0,2207.0,Wilson,wilsowi02,1169.01,19.0,45.96
7913,50.01,4.05,0.24321705426356588,86.00999999999999,2.0,N,13.049999999999999,8.0,0.3016076369427318,0.6390688772528093,19.02,4.0,0.3374612403100775,Gary Lee,525.0,251.0,Woods,woodsga01,117.01,9.0,0.51
7914,176.0,15.049999999999999,0.2545034642032333,626.0,17.0,N,65.02,41.0,0.34837292872828907,0.6955230442017302,10.079999999999998,36.0,0.3471501154734411,Harold Delano,1301.0,1102.0,Wynegar,wynegbu01,498.0,14.0,26.34
7915,180.0,23.08000000000001,0.26482645531566,332.0,36.0,N,80.05,30.0,0.3293103448275862,0.7215787241662033,60.029999999999994,33.0,0.3922683793386171,Joel Randolph,1408.0,969.0,Youngblood,youngjo02,453.0,16.0,10.76
7916,0.12999999999999998,0.12999999999999998,0.025390624999999997,0.12999999999999998,0.0,N,0.12999999999999998,0.0,0.04952380952380951,0.22725818452380947,0.12999999999999998,0.0,0.17773437499999997,Donald William,448.0,0.12999999999999998,Aase,aasedo01,0.12999999999999998,13.0,0.23
7917,1.0,0.01,0.25,0.01,0.0,N,2.0,0.0,0.2503123698458975,0.7928123698458975,0.01,0.0,0.5425,Robert Melvin,15.0,6.0,Adams,adamsbo04,2.0,1.0,-0.03
7918,125.0,2.0599999999999996,0.27086677367576245,319.0,18.0,N,110.01,42.0,0.3543417366946779,0.8094581090863312,3.049999999999999,27.0,0.4551163723916533,Willie Mays,774.0,675.0,Aikens,aikenwi01,301.0,8.0,7.91
7919,7.02,4.029999999999999,0.23798192771084334,28.009999999999998,2.0,N,3.0199999999999996,3.0,0.2970491267267921,0.6077418978111295,20.009999999999998,5.0,0.31069277108433735,Wendell,189.0,79.00999999999999,Alston,alstode01,48.01,5.0,-2.14
7920,9.01,0.04,0.26845955476027583,21.009999999999998,1.0,N,2.03,3.0,0.3411830670030839,0.6895331538406188,0.04,2.0,0.3483500868375349,Ramon Antonio,117.0,51.010000000000005,Aviles,avilera01,21.009999999999998,4.0,-0.09
7921,14.01,2.0,0.24507042253521127,25.0,1.0,N,1.01,2.0,0.29658792650918636,0.6009259546782004,7.0,0.0,0.3043380281690141,Jose Antonio,114.0,87.0,Baez,baezjo01,47.0,2.0,1.56
7922,6.05,2.05,0.21236923076923075,30.03,4.0,N,9.03,2.0,0.2838608379472771,0.6108146841011233,0.07,4.0,0.32695384615384615,Randy William,130.0,69.02,Bass,bassra01,24.03,7.0,-1.13
7923,1.0,0.01,0.21875,2.0,0.0,N,0.01,0.0,0.2571428571428571,0.508705357142857,1.0,1.0,0.25156249999999997,Lewis Paige,25.0,7.0,Beasley,beaslle01,5.0,1.0,-0.59
